관리번호	개인번호	성명	참여역할	신분	소속(단과대)	소속(학과)	저널명	논문제목	출판국	ISBN or ISSN*	게재년도	게재월	권	호	상태값	저널구분	SCI 구분	시작페이지	종료페이지	SCI 인용횟수	SCOPUS 인용횟수	KCI 인용횟수	SCI ID	SCOPUS ID	FWCI	KCI ID	초록	DOI	최초등록일자	최종수정일자	제1저자	전체저자(최대 1000명)	저자수	실적구분	IF(출판년 ed.)	SJR(출판년 ed.)	IF(평균 등급)	원문등록여부	문서형식
120852	2362	김형준	공동저자	전임		문술미래전략대학원	GEOSCIENTIFIC MODEL DEVELOPMENT	"ORCHIDEE-MICT (v8.4.1), a land surface model for the high latitudes: model description and validation"	독일	1991-959X	2018	01	11	1	검증완료	국제전문학술지(SCI급)	SCIE	121	163	129	137		000419991600001	2-s2.0-85043589440	8.85		"The high-latitude regions of the Northern Hemisphere are a nexus for the interaction between land surface physical properties and their exchange of carbon and energy with the atmosphere. At these latitudes, two carbon pools of planetary significance-those of the permanently frozen soils (permafrost), and of the great expanse of boreal forest are vulnerable to destabilization in the face of currently observed climatic warming, the speed and intensity of which are expected to increase with time. Improved projections of future Arctic and boreal ecosystem transformation require improved land surface models that integrate processes specific to these cold biomes. To this end, this study lays out rel-evant new parameterizations in the ORCHIDEE-MICT land surface model. These describe the interactions between soil carbon, soil temperature and hydrology, and their resulting feedbacks on water and CO2 fluxes, in addition to a recently developed fire module. Outputs from ORCHIDEE-MICT, when forced by two climate input datasets, are extensively evaluated against (i) temperature gradients between the atmosphere and deep soils, (ii) the hydrological components comprising the water balance of the largest high-latitude basins, and (iii) CO2 flux and carbon stock observations. The model performance is good with respect to empirical data, despite a simulated excessive plant water stress and a positive land surface temperature bias. In addition, acute model sensitivity to the choice of input forcing data suggests that the calibration of model parameters is strongly forcing-dependent. Overall, we suggest that this new model design is at the forefront of current efforts to reliably estimate future perturbations to the high-latitude terrestrial environment."	https://doi.org/10.5194/gmd-11-121-2018	2021-07-13	2021-07-14	"Guimberteau, M"	"Guimberteau, M[Guimberteau, Matthieu]; Zhu, D[Zhu, Dan]; Maignan, F[Maignan, Fabienne]; Huang, Y[Huang, Ye]; Yue, C[Yue, Chao]; Dantec-Nedelec, S[Dantec-Nedelec, Sarah]; Ottle, C[Ottle, Catherine]; Jornet-Puig, A[Jornet-Puig, Albert]; Bastos, A[Bastos, Ana]; Laurent, P[Laurent, Pierre]; Goll, D[Goll, Daniel]; Bowring, S[Bowring, Simon]; Chang, JF[Chang, Jinfeng]; Guenet, B[Guenet, Bertrand]; Tifafi, M[Tifafi, Marwa]; Peng, SS[Peng, Shushi]; Krinner, G[Krinner, Gerhard]; Ducharne, A[Ducharne, Agnes]; Wang, FX[Wang, Fuxing]; Wang, T[Wang, Tao]; Wang, XH[Wang, Xuhui]; Wang, YL[Wang, Yilong]; Yin, Z[Yin, Zun]; Lauerwald, R[Lauerwald, Ronny]; Joetzjer, E[Joetzjer, Emilie]; Qiu, CJ[Qiu, Chunjing]; Kim, H[Kim, Hyungjun]; Ciais, P[Ciais, Philippe]"	28	타기관	5.154	3.164	5.00	Y	Article
120832	2362	김형준	공동저자	전임		문술미래전략대학원	BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY	Chronological Development of Terrestrial Mean Precipitation	미국	0003-0007	2017	11	98	11	검증완료	국제전문학술지(SCI급)	SCI	2411	2428	4	5		000416963200012	2-s2.0-85036656468	0.38		"Over 150 years of investigations into global terrestrial precipitation are revisited to reveal how researchers estimated annual means from in situ observations before the age of digitization. After introducing early regional efforts to measure precipitation, the pioneering estimates of terrestrial mean precipitation from the late nineteenth and early twentieth centuries are compared to successive estimates, including those using the latest gridded precipitation datasets available. The investigation reveals that the range of the early estimates is comparable to the interannual variation in terrestrial mean precipitation derived from the latest Climatic Research Unit (CRU) dataset. In-depth revisions of the estimates were infrequent up to the 1970s, due in part to difficulty obtaining and maintaining up-to-date datasets with global coverage. This point is illustrated in a family tree that identifies the key publications that subsequent authors referenced, sometimes decades after the original publication. Significant efforts to collate global observations facilitated new investigations and improved data exchange, for example, in the International Hydrological Decade (1965-74) and following the establishment of the Global Telecommunication System under the World Weather Watch Programme of the World Meteorological Organization. Also in the 1970s were the first attempts to adjust in situ observations on a global scale to account for gauge undercatch, and this had a noticeable impact on mean annual estimates. There remains no single satisfactory approach to gauge bias adjustment. Echoing the repeated message of past researchers, today's authors cite poor spatial coverage, temporal inhomogeneity, and inadequate sharing of in situ observations as the key obstacles to obtaining more accurate estimates of terrestrial mean precipitation."	https://doi.org/10.1175/BAMS-D-16-0005.1	2021-07-13	2021-07-14	"Park, KJ"	"Park, KJ[Park, Kylie J.]; Yoshimura, K[Yoshimura, Kei]; Kim, H[Kim, Hyungjun]; Oki, T[Oki, Taikan]"	4	타기관	7.804	4.146	5.00	Y	Article
120835	2362	김형준	공동저자	전임		문술미래전략대학원	REMOTE SENSING	Evaluation of MERIS Chlorophyll-a Retrieval Processors in a Complex Turbid Lake Kasumigaura over a 10-Year Mission	스위스	2072-4292	2017	10	9	10	검증완료	국제전문학술지(SCI급)	SCIE			19	22		000414650600052	2-s2.0-85032859604	1.06		"The chlorophyll-a (Chla) products of seven processors developed for the Medium Resolution Imaging Spectrometer (MERIS) sensor were evaluated. The seven processors, based on a neural network and band height, were assessed over an optically complex water body with Chla concentrations of 8.10-187.40 mg.m(-3) using 10-year MERIS archival data. These processors were adopted for the Ocean and Land Color Instrument (OLCI) sensor. Results indicated that the four processors of band height (i.e., the Maximum Chlorophyll Index (MCI_L1); and Fluorescence Line Height (FLH_L1)); neural network (i.e., Eutrophic Lake (EUL); and Case 2 Regional (C2R)) possessed reasonable retrieval accuracy with root mean square error (R-2) in the range of 0.42-0.65. However, these processors underestimated the retrieved Chla > 100 mg.m(-3), reflecting the limitation of the band height processors to eliminate the influence of non-phytoplankton matter and highlighting the need to train the neural network for highly turbid waters. MCI_L1 outperformed other processors during the calibration and validation stages (R-2 = 0.65, Root mean square error (RMSE) = 22.18 mg.m(-3), the mean absolute relative error (MARE) = 36.88%). In contrast, the results from the Boreal Lake (BOL) and Free University of Berlin (FUB) processors demonstrated their inadequacy to accurately retrieve Chla concentration > 50 mg.m(-3), mainly due to the limitation of the training datasets that resulted in a high MARE for BOL (56.20%) and FUB (57.00%). Mapping the spatial distribution of Chla concentrations across Lake Kasumigaura using the seven processors showed that all processors-except for the BOL and FUB-were able to accurately capture the Chla distribution for moderate and high Chla concentrations. In addition, MCI_L1 and C2R processors were evaluated over 10-years of monthly measured Chla as they demonstrated the best retrieval accuracy from both groups (i.e., band height and neural network, respectively). The retrieved Chla of MCI_L1 was more accurate at tracking seasonal and annual variation in Chla than C2R, with only slight overestimation occurring during the springtime."	https://doi.org/10.3390/rs9101022	2021-07-13	2021-07-14	"Salem, SI"	"Salem, SI[Salem, Salem Ibrahim]; Strand, MH[Strand, Marie Hayashi]; Higa, H[Higa, Hiroto]; Kim, H[Kim, Hyungjun]; Kazuhiro, K[Kazuhiro, Komatsu]; Oki, K[Oki, Kazuo]; Oki, T[Oki, Taikan]"	7	타기관	3.406	1.386	4.00	Y	Article
120827	2362	김형준	공동저자	전임		문술미래전략대학원	HYDROLOGY AND EARTH SYSTEM SCIENCES	Impacts of spatial resolution and representation of flow connectivity on large-scale simulation of floods	독일	1027-5606	2017	10	21	10	검증완료	국제전문학술지(SCI급)	SCIE	5143	5163	26	29		000412846700001	2-s2.0-85029354100	1.44		"Global-scale river models (GRMs) are core tools for providing consistent estimates of global flood hazard, especially in data-scarce regions. Due to former limitations in computational power and input datasets, most GRMs have been developed to use simplified representations of flow physics and run at coarse spatial resolutions. With increasing computational power and improved datasets, the application of GRMs to finer resolutions is becoming a reality. To support development in this direction, the suitability of GRMs for application to finer resolutions needs to be assessed. This study investigates the impacts of spatial resolution and flow connectivity representation on the predictive capability of a GRM, CaMa-Flood, in simulating the 2011 extreme flood in Thailand. Analyses show that when single downstream connectivity (SDC) is assumed, simulation results deteriorate with finer spatial resolution; Nash-Sutcliffe efficiency coefficients decreased by more than 50% between simulation results at 10 km resolution and 1 km resolution. When multiple downstream connectivity (MDC) is represented, simulation results slightly improve with finer spatial resolution. The SDC simulations result in excessive backflows on very flat floodplains due to the restrictive flow directions at finer resolutions. MDC channels attenuated these effects by maintaining flow connectivity and flow capacity between floodplains in varying spatial resolutions. While a regional-scale flood was chosen as a test case, these findings should be universal and may have significant impacts on large-to globalscale simulations, especially in regions where mega deltas exist. These results demonstrate that a GRM can be used for higher resolution simulations of large-scale floods, provided that MDC in rivers and floodplains is adequately represented in the model structure."	https://doi.org/10.5194/hess-21-5143-2017	2021-07-13	2021-07-14	"Mateo, CMR"	"Mateo, CMR[Mateo, Cherry May R.]; Yamazaki, D[Yamazaki, Dai]; Kim, H[Kim, Hyungjun]; Champathong, A[Champathong, Adisorn]; Vaze, J[Vaze, Jai]; Oki, T[Oki, Taikan]"	6	타기관	4.256	2.023	5.00	Y	Article
120859	2362	김형준	공동저자	전임		문술미래전략대학원	MONTHLY WEATHER REVIEW	Feasibility Study of the Reconstruction of Historical Weather with Data Assimilation	미국	0027-0644	2017	09	145	9	검증완료	국제전문학술지(SCI급)	SCI	3563	3580	5	5		000409406600009	2-s2.0-85028915483	0.23		"There is a large amount of documented weather information all over the world, including Asia (e.g., old diaries, log books, etc.). The ultimate goal of this study is to reconstruct historical weather by deriving total cloud cover (TCC) from historically documented weather records and to assimilate them using a general circulation model and a data assimilation scheme. Two experiments are performed using the Global Spectral Model and an ensemble Kalman filter: 1) a reanalysis data experiment and 2) a ground observation data experiment, for 18 synthesized observation stations in Japan according to the Historical Weather Data Base. By assuming that weather records can be converted into three TCC categories, the synthetic observation data of daily TCC are created from reanalysis data, with a large observation error of 30%, and by classifying ground observation data into the three categories. Compared with the simulation without assimilation of any observation, the results of the reanalysis data experiment show improvements, not only in TCC but also in other meteorological variables (e.g., humidity, precipitation, precipitable water, wind, and pressure). For specific humidity at 2 m above the surface, the monthly averaged root-mean-square error is reduced by 18%-22% downstream of the assimilated region. The results of the ground observation data experiment are not as successful as a result of additional error sources, indicating the bias needs to be handled correctly. By showing improvements with the loosely classified cloud information, the feasibility of the developed model to be applied for historical weather reconstruction is confirmed."	https://doi.org/10.1175/MWR-D-16-0288.1	2021-07-13	2021-07-14	"Toride, K"	"Toride, K[Toride, Kinya]; Neluwala, P[Neluwala, Panduka]; Kim, H[Kim, Hyungjun]; Yoshimura, K[Yoshimura, Kei]"	4	타기관	3.247	2.636	4.00	Y	Article
120851	2362	김형준	제1저자	전임		문술미래전략대학원	BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY	State of the Climate in 2016	미국	0003-0007	2017	08	98	8	검증완료	국제전문학술지(SCI급)	SCI	S1	S277	80	67		000412758300001	2-s2.0-85028835793	4.22		"In 2016, the dominant greenhouse gases released into Earth's atmosphere-carbon dioxide, methane, and nitrous oxide-continued to increase and reach new record highs. The 3.5 +/- 0.1 ppm rise in global annual mean carbon dioxide from 2015 to 2016 was the largest annual increase observed in the 58-year measurement record. The annual global average carbon dioxide concentration at Earth's surface surpassed 400 ppm (402.9 +/- 0.1 ppm) for the first time in the modern atmospheric measurement record and in ice core records dating back as far as 800000 years. One of the strongest El Nino events since at least 1950 dissipated in spring, and a weak La Nina evolved later in the year. Owing at least in part to the combination of El Nino conditions early in the year and a long-term upward trend, Earth's surface observed record warmth for a third consecutive year, albeit by a much slimmer margin than by which that record was set in 2015. Above Earth's surface, the annual lower troposphere temperature was record high according to all datasets analyzed, while the lower stratospheric temperature was record low according to most of the in situ and satellite datasets. Several countries, including Mexico and India, reported record high annual temperatures while many others observed near-record highs. A week-long heat wave at the end of April over the northern and eastern Indian peninsula, with temperatures surpassing 44 degrees C, contributed to a water crisis for 330 million people and to 300 fatalities. In the Arctic the 2016 land surface temperature was 2.0 degrees C above the 1981-2010 average, breaking the previous record of 2007, 2011, and 2015 by 0.8 degrees C, representing a 3.5 degrees C increase since the record began in 1900. The increasing temperatures have led to decreasing Arctic sea ice extent and thickness. On 24 March, the sea ice extent at the end of the growth season saw its lowest maximum in the 37-year satellite record, tying with 2015 at 7.2% below the 1981-2010 average. The September 2016 Arctic sea ice minimum extent tied with 2007 for the second lowest value on record, 33% lower than the 1981-2010 average. Arctic sea ice cover remains relatively young and thin, making it vulnerable to continued extensive melt. The mass of the Greenland Ice Sheet, which has the capacity to contribute similar to 7 m to sea level rise, reached a record low value. The onset of its surface melt was the second earliest, after 2012, in the 37-year satellite record. Sea surface temperature was record high at the global scale, surpassing the previous record of 2015 by about 0.01 degrees C. The global sea surface temperature trend for the 21st century-to-date of +0.162 degrees C decade(-1) is much higher than the longer term 1950-2016 trend of +0.100 degrees C decade(-1). Global annual mean sea level also reached a new record high, marking the sixth consecutive year of increase. Global annual ocean heat content saw a slight drop compared to the record high in 2015. Alpine glacier retreat continued around the globe, and preliminary data indicate that 2016 is the 37th consecutive year of negative annual mass balance. Across the Northern Hemisphere, snow cover for each month from February to June was among its four least extensive in the 47-year satellite record. Continuing a pattern below the surface, record high temperatures at 20-m depth were measured at all permafrost observatories on the North Slope of Alaska and at the Canadian observatory on northernmost Ellesmere Island. In the Antarctic, record low monthly surface pressures were broken at many stations, with the southern annular mode setting record high index values in March and June. Monthly high surface pressure records for August and November were set at several stations. During this period, record low daily and monthly sea ice extents were observed, with the November mean sea ice extent more than 5 standard deviations below the 1981-2010 average. These record low sea ice values contrast sharply with the record high values observed during 2012-14. Over the region, springtime Antarctic stratospheric ozone depletion was less severe relative to the 1991-2006 average, but ozone levels were still low compared to pre-1990 levels. Closer to the equator, 93 named tropical storms were observed during 2016, above the 1981-2010 average of 82, but fewer than the 101 storms recorded in 2015. Three basins-the North Atlantic, and eastern and western North Pacific-experienced above-normal activity in 2016. The Australian basin recorded its least active season since the beginning of the satellite era in 1970. Overall, four tropical cyclones reached the Saffir-Simpson category 5 intensity level. The strong El Nino at the beginning of the year that transitioned to a weak La Nina contributed to enhanced precipitation variability around the world. Wet conditions were observed throughout the year across southern South America, causing repeated heavy flooding in Argentina, Paraguay, and Uruguay. Wetter-than-usual conditions were also observed for eastern Europe and central Asia, alleviating the drought conditions of 2014 and 2015 in southern Russia. In the United States, California had its first wetter-than-average year since 2012, after being plagued by drought for several years. Even so, the area covered by drought in 2016 at the global scale was among the largest in the post-1950 record. For each month, at least 12% of land surfaces experienced severe drought conditions or worse, the longest such stretch in the record. In northeastern Brazil, drought conditions were observed for the fifth consecutive year, making this the longest drought on record in the region. Dry conditions were also observed in western Bolivia and Peru; it was Bolivia's worst drought in the past 25 years. In May, with abnormally warm and dry conditions already prevailing over western Canada for about a year, the human-induced Fort McMurray wildfire burned nearly 590000 hectares and became the costliest disaster in Canadian history, with $3 billion (U.S. dollars) in insured losses."	https://doi.org/10.1175/2017BAMSStateoftheClimate.1	2021-07-13	2023-01-06	"Arndt, DS"	"Arndt, DS[Arndt, D. S.]; Kim, H[Kim, Hyungjun]"	2	타기관	7.804	4.146	5.00	N	Article
120797	2362	김형준	공동저자	전임		문술미래전략대학원	SENSORS	Assessment of Chlorophyll-a Algorithms Considering Different Trophic Statuses and Optimal Bands	스위스	1424-8220	2017	08	17	8	검증완료	국제전문학술지(SCI급)	SCIE			23	26		000408576900049	2-s2.0-85026778401	0.69		"Numerous algorithms have been proposed to retrieve chlorophyll-a concentrations in Case 2 waters; however, the retrieval accuracy is far from satisfactory. In this research, seven algorithms are assessed with different band combinations of multispectral and hyperspectral bands using linear (LN), quadratic polynomial (QP) and power (PW) regression approaches, resulting in altogether 43 algorithmic combinations. These algorithms are evaluated by using simulated and measured datasets to understand the strengths and limitations of these algorithms. Two simulated datasets comprising 500,000 reflectance spectra each, both based on wide ranges of inherent optical properties (IOPs), are generated for the calibration and validation stages. Results reveal that the regression approach (i.e., LN, QP, and PW) has more influence on the simulated dataset than on the measured one. The algorithms that incorporated linear regression provide the highest retrieval accuracy for the simulated dataset. Results from simulated datasets reveal that the 3-band (3b) algorithm that incorporate 665-nm and 680-nm bands and band tuning selection approach outperformed other algorithms with root mean square error (RMSE) of 15.87 mg.m(-3), 16.25 mg.m(-3), and 19.05 mg.m(-3), respectively. The spatial distribution of the best performing algorithms, for various combinations of chlorophyll-a (Chla) and non-algal particles (NAP) concentrations, show that the 3b_tuning_QP and 3b_680_QP outperform other algorithms in terms of minimum RMSE frequency of 33.19% and 60.52%, respectively. However, the two algorithms failed to accurately retrieve Chla for many combinations of Chla and NAP, particularly for low Chla and NAP concentrations. In addition, the spatial distribution emphasizes that no single algorithm can provide outstanding accuracy for Chla retrieval and that multi-algorithms should be included to reduce the error. Comparing the results of the measured and simulated datasets reveal that the algorithms that incorporate the 665-nm band outperform other algorithms for measured dataset (RMSE = 36.84 mg.m(-3)), while algorithms that incorporate the band tuning approach provide the highest retrieval accuracy for the simulated dataset (RMSE = 25.05 mg.m(-3))."	https://doi.org/10.3390/s17081746	2021-07-13	2021-07-14	"Salem, SI"	"Salem, SI[Salem, Salem Ibrahim]; Higa, H[Higa, Hiroto]; Kim, H[Kim, Hyungjun]; Kobayashi, H[Kobayashi, Hiroshi]; Oki, K[Oki, Kazuo]; Oki, T[Oki, Taikan]"	6	타기관	2.475	0.584	3.67	Y	Article
120866	2362	김형준	공동저자	전임		문술미래전략대학원	JOURNAL OF HYDROMETEOROLOGY	Streamflows over a West African Basin from the ALMIP2 Model Ensemble	미국	1525-755X	2017	07	18	7	검증완료	국제전문학술지(SCI급)	SCIE	1831	1845	12	12		000405926700002	2-s2.0-85023170760	0.69		"Comparing streamflow simulations against observations has become a straightforward way to evaluate a land surface model's (LSM) ability in simulating water budget within a catchment. Using a mesoscale river routing scheme (RRS), this study evaluates simulated streamflows over the upper Oueme River basin resulting from 14 LSMs within the framework of phase 2 of the African Monsoon Multidisciplinary Analysis (AMMA) Land Surface Model Intercomparison Project (ALMIP2). The ALMIP2 RRS (ARTS) has been used to route LSM outputs. ARTS is based on the nonlinear Muskingum-Cunge method and a simple deep water infiltration formulation representing water-table recharge as previously observed in that region. Simulations are performed for the 2005-08 period during which ground observations are largely available. Experiments are designed using different ground-based rainfall datasets derived from two interpolation methods: the Thiessen technique and a combined kriging-Lagrangian methodology. LSM-based total runoff (TR) averages vary from 0.07 to 1.97mmday(-1), while optimal TR was estimated as; 0.65mmday(-1). This highly affected the RRS parameterization and streamflow simulations. Optimal Nash-Sutcliffe coefficients for LSM-averaged streamflows varied from 0.66 to 0.92, depending on the gauge station. However, individual LSM performances show a wider range. A more detailed rainfall distribution provided by the kriging-Lagrangian methodology resulted in overall better streamflow simulations. The early runoff generation related to reduced infiltration rates during early rainfall events features as one of the main reasons for poor LSM performances."	https://doi.org/10.1175/JHM-D-16-0233.1	2021-07-13	2021-07-14	"Getirana, A"	"Getirana, A [Getirana, Augusto]; Boone, A [Boone, Aaron]; Peugeot, C [Peugeot, Christophe]; Kim, H[Kim, Hyungjun]"	4	타기관	3.79	2.243	5.00	Y	Article
120849	2362	김형준	공동저자	전임		문술미래전략대학원	ENVIRONMENTAL RESEARCH LETTERS	The critical role of the routing scheme in simulating peak river discharge in global hydrological models	영국	1748-9326	2017	07	12	7	검증완료	국제전문학술지(SCI급)	SCIE			101	101		000404943800003	2-s2.0-85025628704	4.33		"Global hydrological models (GHMs) have been applied to assess global flood hazards, but their capacity to capture the timing and amplitude of peak river discharge-which is crucial in flood simulations-has traditionally not been the focus of examination. Here we evaluate to what degree the choice of river routing scheme affects simulations of peak discharge and may help to provide better agreement with observations. To this end we use runoff and discharge simulations of nine GHMs forced by observational climate data (1971-2010) within the ISIMIP2a project. The runoff simulations were used as input for the global river routing model CaMa-Flood. The simulated daily discharge was compared to the discharge generated by each GHM using its native river routing scheme. For each GHM both versions of simulated discharge were compared to monthly and daily discharge observations from 1701 GRDC stations as a benchmark. CaMaFlood routing shows a general reduction of peak river discharge and a delay of about two to three weeks in its occurrence, likely induced by the buffering capacity of floodplain reservoirs. For a majority of river basins, discharge produced by CaMa-Flood resulted in a better agreement with observations. In particular, maximum daily discharge was adjusted, with a multi-model averaged reduction in bias over about 2/3 of the analysed basin area. The increase in agreement was obtained in both managed and near-natural basins. Overall, this study demonstrates the importance of routing scheme choice in peak discharge simulation, where CaMa-Flood routing accounts for floodplain storage and backwater effects that are not represented in most GHMs. Our study provides important hints that an explicit parameterisation of these processes may be essential in future impact studies."	https://doi.org/10.1088/1748-9326/aa7250	2021-07-13	2021-07-14	"Zhao, F"	"Zhao, F[Zhao, Fang]; Veldkamp, TIE[Veldkamp, Ted I. E.]; Frieler, K[Frieler, Katja]; Schewe, J[Schewe, Jacob]; Ostberg, S[Ostberg, Sebastian]; Willner, S[Willner, Sven]; Schauberger, B[Schauberger, Bernhard]; Gosling, SN[Gosling, Simon N.]; Schmied, HM[Schmied, Hannes Mueller]; Portmann, FT[Portmann, Felix T.]; Leng, GY[Leng, Guoyong]; Huang, MY[Huang, Maoyi]; Liu, XC[Liu, Xingcai]; Tang, QH[Tang, Qiuhong]; Hanasaki, N[Hanasaki, Naota]; Biemans, H[Biemans, Hester]; Gerten, D[Gerten, Dieter]; Satoh, Y[Satoh, Yusuke]; Pokhrel, Y[Pokhrel, Yadu]; Stacke, T[Stacke, Tobias]; Ciais, P[Ciais, Philippe]; Chang, JF[Chang, Jinfeng]; Ducharne, A[Ducharne, Agnes]; Guimberteau, M[Guimberteau, Matthieu]; Wada, Y[Wada, Yoshihide]; Kim, H[Kim, Hyungjun]; Yamazaki, D[Yamazaki, Dai]"	27	타기관	4.541	2.436	5.00	Y	Article
120865	2362	김형준	공동저자	전임		문술미래전략대학원	JOURNAL OF HYDROMETEOROLOGY	Modeling Surface Runoff and Water Fluxes over Contrasted Soils in the Pastoral Sahel: Evaluation of the ALMIP2 Land Surface Models over the Gourma Region in Mali	미국	1525-755X	2017	07	18	7	검증완료	국제전문학술지(SCI급)	SCIE	1847	1866	15	17		000405926700003	2-s2.0-85023192221	0.84		"Land surface processes play an important role in the West African monsoon variability. In addition, the evolution of hydrological systems in this region, and particularly the increase of surface water and runoff coefficients observed since the 1950s, has had a strong impact on water resources and on the occurrence of floods events. This study addresses results from phase 2 of the African Monsoon Multidisciplinary Analysis (AMMA) Land Surface Model Intercomparison Project (ALMIP2), carried out to evaluate the capability of different state-of-the-art land surface models to reproduce surface processes at the mesoscale. Evaluation of runoff and water fluxes over the Mali site is carried out through comparison with runoff estimations over endorheic watersheds as well as evapotranspiration (ET) measurements. Three remote-sensing-based ET products [ALEXI, MODIS, and Global Land Evaporation Amsterdam Model (GLEAM)] are also analyzed. It is found that, over deep sandy soils, surface runoff is generally overestimated, but the ALMIP2 multimodel mean reproduces in situ measurements of ET and water stress events rather well. However, ALMIP2 models are generally unable to distinguish among the two contrasted hydrological systems typical of the study area. Employing as input a soil map that explicitly represents shallow soils improves the representation of water fluxes for the models that can account for their representation. Shallow soils are shown to be also quite challenging for remote-sensing-based ET products, even if their effect on evaporative loss was captured by the diagnostic thermal-based ALEXI. A better representation of these soils, in soil databases, model parameterizations, and remote sensing algorithms, is fundamental to improve the estimation of water fluxes in this part of the Sahel."	https://doi.org/10.1175/JHM-D-16-0170.1	2021-07-13	2021-07-14	"Grippa, M"	"Grippa, M [Grippa, Manuela]; Kergoat, L [Kergoat, Laurent]; Boone, A [Boone, Aaron]; Peugeot, C [Peugeot, Christophe]; Demarty, J [Demarty, Jerome]; Cappelaere, B [Cappelaere, Bernard]; Gal, L [Gal, Laetitia]; Hiernaux, P [Hiernaux, Pierre]; Mougin, E [Mougin, Eric]; Ducharne, A [Ducharne, Agnes]; Dutra, E [Dutra, Emanuel]; Anderson, M [Anderson, Martha]; Hain, C [Hain, Christopher]; Kim, H[Kim, Hyungjun]"	14	타기관	3.79	2.243	5.00	Y	Article
120817	2362	김형준	공동저자	전임		문술미래전략대학원	REMOTE SENSING	Multi-Algorithm Indices and Look-Up Table for Chlorophyll-a Retrieval in Highly Turbid Water Bodies Using Multispectral Data	스위스	2072-4292	2017	06	9	6	검증완료	국제전문학술지(SCI급)	SCIE			15	20		000404623900047	2-s2.0-85021164224	1.25		"Many approaches have been proposed for monitoring the eutrophication of Case 2 waters using remote sensing data. Semi-analytical algorithms and spectrum matching are two major approaches for chlorophyll-a (Chla) retrieval. Semi-analytical algorithms provide indices correlated with phytoplankton characteristics, (e.g., maximum and minimum absorption peaks). Algorithms' indices are correlated with measured Chla through the regression process. The main drawback of the semi-analytical algorithms is that the derived relation is location and data limited. Spectrum matching and the look-up table approach rely on matching the measured reflectance with a large library of simulated references corresponding to wide ranges of water properties. The spectral matching approach taking hyperspectral measured reflectance as an input, leading to difficulties in incorporating data from multispectral satellites. Consequently, multi-algorithm indices and the look-up table (MAIN-LUT) technique is proposed to combine the merits of semi-analytical algorithms and look-up table, which can be applied to multispectral data. Eight combinations of four algorithms (i.e., 2-band, 3-band, maximum chlorophyll index, and normalized difference chlorophyll index) are investigated for the MAIN-LUT technique. In situ measurements and Medium Resolution Imaging Spectrometer (MERIS) sensor data are used to validate MAIN-LUT. In general, the MAIN-LUT provide a comparable retrieval accuracy with locally tuned algorithms. The most accurate of the locally tuned algorithms varied among datasets, revealing the limitation of these algorithms to be applied universally. In contrast, the MAIN-LUT provided relatively high retrieval accuracy for Tokyo Bay (R-2 = 0.692, root mean square error (RMSE) = 21.4 mg m(-3)), Lake Kasumigaura (R-2 = 0.866, RMSE = 11.3 mg m(-3)), and MERIS data over Lake Kasumigaura (R-2 = 0.57, RMSE = 36.5 mg m(-3)). The simulated reflectance library of MAIN-LUT was generated based on inherent optical properties of Tokyo Bay; however, the MAIN-LUT also provided high retrieval accuracy for Lake Kasumigaura. MAIN-LUT could capture the spatial and temporal distribution of Chla concentration for Lake Kasumigaura."	https://doi.org/10.3390/rs9060556	2021-07-13	2021-07-14	"Salem, SI"	"Salem, SI[Salem, Salem Ibrahim]; Higa, H[Higa, Hiroto]; Kim, H[Kim, Hyungjun]; Kazuhiro, K[Kazuhiro, Komatsu]; Kobayashi, H[Kobayashi, Hiroshi]; Oki, K[Oki, Kazuo]; Oki, T[Oki, Taikan]"	7	타기관	3.406	1.386	4.00	Y	Article
